DATAFLOW,MEASURE: Measure,REGION_TYPE: Geography Level,ASGS_2016: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308031223: Yeppoon,A: Annual,2020,19547,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308041528: Banana,A: Annual,2020,8399,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308041529: Biloela,A: Annual,2020,5602,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051530: Agnes Water - Miriam Vale,A: Annual,2020,6411,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051531: Boyne Island - Tannum Sands,A: Annual,2020,10088,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051532: Callemondah,A: Annual,2020,20,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051533: Clinton - New Auckland,A: Annual,2020,14631,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051534: Gladstone,A: Annual,2020,6221,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051535: Gladstone Hinterland,A: Annual,2020,11512,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051536: Kin Kora - Sun Valley,A: Annual,2020,3576,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051537: South Trees,A: Annual,2020,0,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051538: Telina - Toolooa,A: Annual,2020,6641,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,308051539: West Gladstone,A: Annual,2020,4761,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309011224: Broadbeach Waters,A: Annual,2020,8483,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309011225: Burleigh Heads,A: Annual,2020,9426,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309011226: Burleigh Waters,A: Annual,2020,14992,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309011227: Mermaid Beach - Broadbeach,A: Annual,2020,13467,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309011228: Mermaid Waters,A: Annual,2020,13017,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309011229: Miami,A: Annual,2020,7629,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309021230: Coolangatta,A: Annual,2020,6787,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309021231: Currumbin - Tugun,A: Annual,2020,12679,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309021232: Currumbin Waters,A: Annual,2020,9794,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309021233: Elanora,A: Annual,2020,13065,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309021234: Palm Beach,A: Annual,2020,16525,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309031235: Arundel,A: Annual,2020,11284,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309031236: Biggera Waters,A: Annual,2020,10562,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309031237: Coombabah,A: Annual,2020,10703,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309031238: Labrador,A: Annual,2020,19911,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309031239: Paradise Point - Hollywell,A: Annual,2020,10165,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309031240: Runaway Bay,A: Annual,2020,9589,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309041241: Guanaba - Springbrook,A: Annual,2020,4545,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309041242: Tamborine - Canungra,A: Annual,2020,15805,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309051243: Currumbin Valley - Tallebudgera,A: Annual,2020,7863,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309051244: Mudgeeraba - Bonogin,A: Annual,2020,19741,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309051245: Reedy Creek - Andrews,A: Annual,2020,9077,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309061246: Carrara,A: Annual,2020,13580,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309061247: Highland Park,A: Annual,2020,8700,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309061248: Nerang - Mount Nathan,A: Annual,2020,21652,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309061249: Pacific Pines - Gaven,A: Annual,2020,19688,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309061250: Worongary - Tallai,A: Annual,2020,8654,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309071251: Coomera,A: Annual,2020,19724,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309071252: Helensvale,A: Annual,2020,18689,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309071253: Hope Island,A: Annual,2020,13895,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309071254: Jacobs Well - Alberton,A: Annual,2020,4272,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309071255: Ormeau - Yatala,A: Annual,2020,23677,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309071256: Oxenford - Maudsland,A: Annual,2020,17957,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309071257: Pimpama,A: Annual,2020,22093,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309071258: Upper Coomera - Willow Vale,A: Annual,2020,37148,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309081259: Clear Island Waters,A: Annual,2020,4286,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309081260: Merrimac,A: Annual,2020,7564,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309081261: Robina,A: Annual,2020,26486,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309081262: Varsity Lakes,A: Annual,2020,16875,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309091263: Ashmore,A: Annual,2020,12415,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309091264: Molendinar,A: Annual,2020,6791,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309091265: Parkwood,A: Annual,2020,9066,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309091540: Southport - North,A: Annual,2020,16715,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309091541: Southport - South,A: Annual,2020,18980,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309101267: Benowa,A: Annual,2020,9804,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309101268: Bundall,A: Annual,2020,4769,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309101269: Main Beach,A: Annual,2020,4247,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,309101270: Surfers Paradise,A: Annual,2020,28160,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310011271: Darra - Sumner,A: Annual,2020,5210,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310011272: Durack,A: Annual,2020,8629,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310011273: Forest Lake - Doolandella,A: Annual,2020,31267,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310011274: Inala - Richlands,A: Annual,2020,20094,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310011275: Oxley (Qld),A: Annual,2020,8698,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310011276: Wacol,A: Annual,2020,5982,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310021277: Boonah,A: Annual,2020,12662,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310021278: Esk,A: Annual,2020,5332,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310021279: Lake Manchester - England Creek,A: Annual,2020,3,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310021280: Lockyer Valley - East,A: Annual,2020,21798,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310021281: Lowood,A: Annual,2020,15296,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310021282: Rosewood,A: Annual,2020,13478,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031283: Brassall,A: Annual,2020,12607,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031284: Bundamba,A: Annual,2020,9758,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031285: Churchill - Yamanto,A: Annual,2020,7306,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031286: Ipswich - Central,A: Annual,2020,6954,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031287: Ipswich - East,A: Annual,2020,18900,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031288: Ipswich - North,A: Annual,2020,5093,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031289: Karalee - Barellan Point,A: Annual,2020,6394,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031290: Karana Downs,A: Annual,2020,6337,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031291: Leichhardt - One Mile,A: Annual,2020,8885,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031292: North Ipswich - Tivoli,A: Annual,2020,6579,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031293: Raceview,A: Annual,2020,15954,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031294: Ripley,A: Annual,2020,9759,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310031295: Riverview,A: Annual,2020,3002,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310041296: Bellbird Park - Brookwater,A: Annual,2020,18554,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310041297: Camira - Gailes,A: Annual,2020,9658,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310041298: Carole Park,A: Annual,2020,4,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310041299: Collingwood Park - Redbank,A: Annual,2020,10253,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310041300: Goodna,A: Annual,2020,11453,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310041301: New Chum,A: Annual,2020,0,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310041302: Redbank Plains,A: Annual,2020,24166,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310041303: Springfield,A: Annual,2020,7526,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,310041304: Springfield Lakes,A: Annual,2020,23535,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311011305: Beaudesert,A: Annual,2020,15158,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311021306: Beenleigh,A: Annual,2020,8641,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311021307: Eagleby,A: Annual,2020,14593,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311021308: Edens Landing - Holmview,A: Annual,2020,9170,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311021309: Mount Warren Park,A: Annual,2020,5964,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311021310: Wolffdene - Bahrs Scrub,A: Annual,2020,7824,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311031311: Boronia Heights - Park Ridge,A: Annual,2020,15190,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311031312: Browns Plains,A: Annual,2020,7824,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311031313: Chambers Flat - Logan Reserve,A: Annual,2020,7260,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311031314: Crestmead,A: Annual,2020,13066,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311031315: Greenbank Military Camp,A: Annual,2020,0,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311031316: Hillcrest,A: Annual,2020,8805,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311031317: Marsden,A: Annual,2020,16365,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311031318: Munruben - Park Ridge South,A: Annual,2020,4812,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311031319: Regents Park - Heritage Park,A: Annual,2020,16863,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311041320: Greenbank,A: Annual,2020,15815,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311041321: Jimboomba,A: Annual,2020,35571,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311041322: Logan Village,A: Annual,2020,8635,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311051323: Bethania - Waterford,A: Annual,2020,12312,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311051324: Cornubia - Carbrook,A: Annual,2020,9264,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311051325: Loganholme - Tanah Merah,A: Annual,2020,11721,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311051326: Loganlea,A: Annual,2020,11830,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311051327: Shailer Park,A: Annual,2020,12577,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311051328: Waterford West,A: Annual,2020,7675,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311061329: Daisy Hill,A: Annual,2020,7059,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311061330: Kingston (Qld.),A: Annual,2020,10544,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311061331: Logan Central,A: Annual,2020,6278,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311061332: Rochedale South - Priestdale,A: Annual,2020,16532,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311061333: Slacks Creek,A: Annual,2020,10627,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311061334: Springwood,A: Annual,2020,9648,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311061335: Underwood,A: Annual,2020,6990,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,311061336: Woodridge,A: Annual,2020,12530,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312011337: Bowen,A: Annual,2020,9488,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312011338: Broadsound - Nebo,A: Annual,2020,8076,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312011339: Clermont,A: Annual,2020,3722,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312011340: Collinsville,A: Annual,2020,3295,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312011341: Moranbah,A: Annual,2020,9189,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021342: Andergrove - Beaconsfield,A: Annual,2020,15796,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021343: East Mackay,A: Annual,2020,3545,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021344: Eimeo - Rural View,A: Annual,2020,13260,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021345: Eungella Hinterland,A: Annual,2020,16,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021346: Mackay,A: Annual,2020,3435,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021347: Mackay Harbour,A: Annual,2020,565,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021348: Mount Pleasant - Glenella,A: Annual,2020,10993,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021349: North Mackay,A: Annual,2020,6017,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021350: Ooralea - Bakers Creek,A: Annual,2020,5233,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021351: Pioneer Valley,A: Annual,2020,8701,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021352: Sarina,A: Annual,2020,11891,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021353: Seaforth - Calen,A: Annual,2020,8301,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021354: Shoal Point - Bucasia,A: Annual,2020,6183,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021355: Slade Point,A: Annual,2020,3188,PSNS: Persons
ABS:ABS_ANNUAL_ERP_ASGS2016(1.0.0),ERP: Estimated Resident Population,SA2: Statistical Area Level 2,312021356: South Mackay,A: Annual,2020,6627,PSNS: Persons
