suburb,year,address,bedrooms,contract date,price,block size,source,purpose
Greenway,2020,21/167 Mortimer Lewis Drive,–,15/04/2020,"$479,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,81/167 Mortimer Lewis Drive,–,02/10/2020,"$479,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,78/167 Mortimer Lewis Drive,–,17/09/2020,"$479,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,93/167 Mortimer Lewis Drive,–,17/11/2020,"$475,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,98/167 Mortimer Lewis Drive,–,17/12/2020,"$475,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,90/167 Mortimer Lewis Drive,–,08/12/2020,"$475,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,*,2,20/11/2020,"$475,000",–,Allhomes Record,–
Greenway,2020,106/167 Mortimer Lewis Drive,–,23/11/2020,"$475,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,*,2,14/10/2020,"$475,000",–,Allhomes Record,–
Greenway,2020,15/10 Ellison Harvie Close,–,14/10/2020,"$475,000",4798m2,Government Record,Multiple unit dwelling
Greenway,2020,11/167 Mortimer Lewis Drive,–,23/04/2020,"$475,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,105/167 Mortimer Lewis Drive,–,16/11/2020,"$475,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,101/167 Mortimer Lewis Drive,–,23/10/2020,"$475,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,*,2,02/09/2020,"$470,000",–,Allhomes Record,–
Greenway,2020,341/325 Anketell Street,3,26/03/2020,"$465,000",7286m2,Combined Record,Non retail commercial uses
Greenway,2020,248/325 Anketell Street,–,26/10/2020,"$465,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,142/1 Rowland Rees Crescent,–,02/09/2020,"$460,000",26043m2,Government Record,Office
Greenway,2020,133/1 Rowland Rees Crescent,–,21/05/2020,"$440,000",26043m2,Government Record,Office
Greenway,2020,63/1 Limburg Way,2,26/06/2020,"$440,000",8219m2,Combined Record,Multiple unit dwelling
Greenway,2020,22/115 Mortimer Lewis Drive,–,13/11/2020,"$440,000",5752m2,Government Record,Multiple unit dwelling
Greenway,2020,28/1 Cowlishaw Street,–,22/07/2020,"$438,000",2955m2,Government Record,Multiple unit dwelling
Greenway,2020,51/1 Limburg Way,2,27/07/2020,"$437,500",8219m2,Combined Record,Multiple unit dwelling
Greenway,2020,7/167 Mortimer Lewis Drive,–,19/10/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,5/167 Mortimer Lewis Drive,–,19/08/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,73/167 Mortimer Lewis Drive,–,04/11/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,2/167 Mortimer Lewis Drive,–,15/09/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,3/167 Mortimer Lewis Drive,–,26/10/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,6/167 Mortimer Lewis Drive,–,02/11/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,69/167 Mortimer Lewis Drive,–,06/11/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,72/167 Mortimer Lewis Drive,–,16/10/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,71/167 Mortimer Lewis Drive,–,06/11/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,67/167 Mortimer Lewis Drive,–,25/09/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,8/167 Mortimer Lewis Drive,–,21/09/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,68/167 Mortimer Lewis Drive,–,07/07/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,70/167 Mortimer Lewis Drive,–,13/10/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,9/167 Mortimer Lewis Drive,–,01/07/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,74/167 Mortimer Lewis Drive,–,11/11/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,4/167 Mortimer Lewis Drive,–,02/11/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,1/167 Mortimer Lewis Drive,–,23/09/2020,"$434,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,78/35 Oakden Street *,2,14/08/2020,"$430,000",–,Allhomes Record,–
Greenway,2020,*,2,26/11/2020,"$430,000",–,Allhomes Record,–
Greenway,2020,78/325 Anketell Street,–,14/08/2020,"$430,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,146/1 Rowland Rees Crescent,–,13/01/2020,"$429,000",26043m2,Government Record,Office
Greenway,2020,85/311 Anketell Street,2,13/03/2020,"$428,000",9729m2,Combined Record,Multiple unit dwelling
Greenway,2020,12/106 Athllon Drive,–,08/10/2020,"$425,500",1227m2,Government Record,Multiple unit dwelling
Greenway,2020,35/1 Cowlishaw Street,2,14/07/2020,"$422,500",2955m2,Combined Record,Multiple unit dwelling
Greenway,2020,5/104 Athllon Drive,–,06/08/2020,"$420,000",1352m2,Government Record,Multiple unit dwelling
Greenway,2020,5/102 Athllon Drive *,2,03/08/2020,"$420,000",1352m2,Allhomes Record,–
Greenway,2020,110/311 Anketell Street,–,22/12/2020,"$420,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,257/12 Limburg Way *,2,01/05/2020,"$417,000",9729m2,Allhomes Record,–
Greenway,2020,257/311 Anketell Street,–,01/05/2020,"$417,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,5/2 Eileen Good Street,2,06/11/2020,"$417,000",3123m2,Combined Record,Multiple unit dwelling
Greenway,2020,4/1 Cowlishaw Street,2,31/08/2020,"$415,000",2955m2,Combined Record,Multiple unit dwelling
Greenway,2020,19/40 Eileen Good Street,–,19/03/2020,"$415,000",3186m2,Government Record,Multiple unit dwelling
Greenway,2020,222/325 Anketell Street,–,25/05/2020,"$415,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,7/120 Athllon Drive,–,14/07/2020,"$415,000",1300m2,Government Record,Multiple unit dwelling
Greenway,2020,45/311 Anketell Street,2,22/12/2020,"$413,000",9729m2,Combined Record,Multiple unit dwelling
Greenway,2020,176/35 Oakden Street *,2,11/06/2020,"$410,000",0m2,Allhomes Record,–
Greenway,2020,176/325 Anketell Street,–,09/06/2020,"$410,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,61/325 Anketell Street,–,29/04/2020,"$410,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,9/104 Athllon Drive,–,22/06/2020,"$406,000",1352m2,Government Record,Multiple unit dwelling
Greenway,2020,14/102 Athllon Drive *,2,29/01/2020,"$402,000",–,Allhomes Record,–
Greenway,2020,14/104 Athllon Drive,–,29/01/2020,"$402,000",1352m2,Government Record,Multiple unit dwelling
Greenway,2020,3/1 Drew Street,–,23/06/2020,"$401,000",3989m2,Government Record,Multiple unit dwelling
Greenway,2020,166/311 Anketell Street,–,30/03/2020,"$400,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,6/102 Athllon Drive *,2,22/12/2020,"$400,000",0m2,Allhomes Record,–
Greenway,2020,6/104 Athllon Drive,–,22/12/2020,"$400,000",1352m2,Government Record,Multiple unit dwelling
Greenway,2020,151/8 Limburg Way *,2,06/02/2020,"$397,500",0m2,Allhomes Record,–
Greenway,2020,151/311 Anketell Street,–,06/02/2020,"$397,500",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,36/58 Cowlishaw Street *,2,24/03/2020,"$395,000",0m2,Allhomes Record,–
Greenway,2020,100/311 Anketell Street,2,19/03/2020,"$395,000",9729m2,Combined Record,Multiple unit dwelling
Greenway,2020,36/92 Cowlishaw Street,–,23/03/2020,"$395,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,259/12 Limburg Way *,2,22/09/2020,"$390,000",0m2,Allhomes Record,–
Greenway,2020,21/1 Cowlishaw Street,2,08/04/2020,"$390,000",2955m2,Combined Record,Multiple unit dwelling
Greenway,2020,186/92 Cowlishaw Street,–,12/11/2020,"$390,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,259/311 Anketell Street,–,22/09/2020,"$390,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,34/2 Eileen Good Street,2,25/09/2020,"$390,000",3123m2,Combined Record,Multiple unit dwelling
Greenway,2020,36/1 Limburg Way,2,04/12/2020,"$390,000",8219m2,Combined Record,Multiple unit dwelling
Greenway,2020,186/142 Anketell Street *,2,12/11/2020,"$390,000",0m2,Allhomes Record,–
Greenway,2020,42/1 Limburg Way,2,15/01/2020,"$387,500",8219m2,Combined Record,Multiple unit dwelling
Greenway,2020,247/311 Anketell Street,–,11/11/2020,"$385,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,247/311 Limburg Way *,2,19/02/2020,"$385,000",0m2,Allhomes Record,–
Greenway,2020,247/311 Anketell Street,–,19/02/2020,"$385,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,97/325 Anketell Street,–,28/07/2020,"$382,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,97/35 Oakden Street *,2,28/07/2020,"$382,000",0m2,Allhomes Record,–
Greenway,2020,87/167 Mortimer Lewis Drive,–,19/06/2020,"$381,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,*,2,11/08/2020,"$381,000",–,Allhomes Record,–
Greenway,2020,24/115 Mortimer Lewis Drive,–,21/01/2020,"$381,000",5752m2,Government Record,Multiple unit dwelling
Greenway,2020,23/115 Mortimer Lewis Drive,–,04/03/2020,"$381,000",5752m2,Government Record,Multiple unit dwelling
Greenway,2020,25/115 Mortimer Lewis Drive,–,02/12/2020,"$381,000",5752m2,Government Record,Multiple unit dwelling
Greenway,2020,75/167 Mortimer Lewis Drive,–,24/08/2020,"$381,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,66/167 Mortimer Lewis Drive,–,09/09/2020,"$381,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2020,324/325 Anketell Street,–,19/10/2020,"$380,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,109/311 Anketell Street,2,12/05/2020,"$375,000",9729m2,Combined Record,Multiple unit dwelling
Greenway,2020,144/311 Anketell Street,–,26/05/2020,"$370,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,271/325 Anketell Street,–,12/08/2020,"$370,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,144/8 Limburg Way *,2,26/05/2020,"$370,000",0m2,Allhomes Record,–
Greenway,2020,271/325 Anketell Street *,2,04/06/2020,"$370,000",0m2,Allhomes Record,–
Greenway,2020,88/1 Limburg Way,2,12/03/2020,"$368,000",8219m2,Combined Record,Multiple unit dwelling
Greenway,2020,125/325 Anketell Street,–,05/02/2020,"$365,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,191/8 Limburg Way *,2,10/02/2020,"$365,000",0m2,Allhomes Record,–
Greenway,2020,191/311 Anketell Street,–,20/02/2020,"$365,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,78/1 Limburg Way,2,08/09/2020,"$365,000",8219m2,Combined Record,Multiple unit dwelling
Greenway,2020,125/35 Oakden Street *,2,05/02/2020,"$365,000",7286m2,Allhomes Record,–
Greenway,2020,47/1 Limburg Way,–,17/09/2020,"$364,000",8219m2,Government Record,Multiple unit dwelling
Greenway,2020,180/311 Anketell Street,–,20/08/2020,"$355,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,180/8 Limburg Way *,2,20/08/2020,"$355,000",9729m2,Allhomes Record,–
Greenway,2020,2/92 Cowlishaw Street,–,08/12/2020,"$350,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,6/6 Ellison Harvie Close,–,15/06/2020,"$349,900",6000m2,Government Record,Multiple unit dwelling
Greenway,2020,153/311 Anketell Street,–,03/12/2020,"$323,500",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,1/6 Ellison Harvie Close,–,15/01/2020,"$320,000",6000m2,Government Record,Multiple unit dwelling
Greenway,2020,26/92 Cowlishaw Street,–,24/06/2020,"$320,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,*,1,11/06/2020,"$320,000",–,Allhomes Record,–
Greenway,2020,74/92 Cowlishaw Street,–,26/10/2020,"$315,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,349/325 Anketell Street,1,23/07/2020,"$315,000",7286m2,Combined Record,Non retail commercial uses
Greenway,2020,34/311 Anketell Street,–,18/09/2020,"$315,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,74/140 Anketell Street *,1,26/10/2020,"$315,000",0m2,Allhomes Record,–
Greenway,2020,278/325 Anketell Street,1,20/06/2020,"$310,000",7286m2,Combined Record,Non retail commercial uses
Greenway,2020,218/142 Anketell Street *,1,24/06/2020,"$310,000",0m2,Allhomes Record,–
Greenway,2020,140/325 Anketell Street,–,03/09/2020,"$310,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,218/92 Cowlishaw Street,–,24/06/2020,"$310,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,88/311 Anketell Street,–,26/10/2020,"$310,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,140/35 Oakden Street *,1,03/09/2020,"$310,000",0m2,Allhomes Record,–
Greenway,2020,59/311 Anketell Street,–,11/08/2020,"$305,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,87/311 Anketell Street,1,30/01/2020,"$300,000",9729m2,Combined Record,Multiple unit dwelling
Greenway,2020,354/325 Anketell Street,–,08/12/2020,"$297,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,79/140 Anketell Street *,1,10/09/2020,"$295,500",0m2,Allhomes Record,–
Greenway,2020,79/92 Cowlishaw Street,–,10/09/2020,"$295,500",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,184/142 Anketell Street *,1,01/07/2020,"$292,500",–,Allhomes Record,–
Greenway,2020,184/92 Cowlishaw Street,–,08/07/2020,"$292,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,117/325 Anketell Street,–,17/07/2020,"$292,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,92/92 Cowlishaw Street,–,01/09/2020,"$292,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,117/35 Oakden Street *,1,17/07/2020,"$292,000",73m2,Allhomes Record,–
Greenway,2020,175/311 Anketell Street,–,07/07/2020,"$290,000",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,118/35 Oakden Street *,1,03/07/2020,"$286,500",0m2,Allhomes Record,–
Greenway,2020,118/325 Anketell Street,–,03/07/2020,"$286,500",7286m2,Government Record,Non retail commercial uses
Greenway,2020,287/325 Anketell Street,–,08/07/2020,"$280,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,181/325 Anketell Street,–,06/03/2020,"$280,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,83/140 Anketell Street *,1,30/06/2020,"$275,000",0m2,Allhomes Record,–
Greenway,2020,83/92 Cowlishaw Street,–,30/06/2020,"$275,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,318/325 Anketell Street,–,19/06/2020,"$270,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,201/325 Anketell Street,1,30/01/2020,"$270,000",7286m2,Combined Record,Non retail commercial uses
Greenway,2020,193/92 Cowlishaw Street,–,31/08/2020,"$265,000",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,308/325 Anketell Street,–,20/04/2020,"$260,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,13/92 Cowlishaw Street,–,03/09/2020,"$257,500",6740m2,Government Record,Multiple unit dwelling
Greenway,2020,13/56 Cowlishaw Street *,1,03/09/2020,"$257,500",0m2,Allhomes Record,–
Greenway,2020,179/325 Anketell Street,–,31/08/2020,"$255,000",7286m2,Government Record,Non retail commercial uses
Greenway,2020,4/311 Anketell Street,–,30/01/2020,"$3,850",9729m2,Government Record,Multiple unit dwelling
Greenway,2020,3/18 John Young Crescent,–,08/02/2020,$0,2497m2,Government Record,Multiple unit dwelling
Greenway,2020,1/7 Grounds Crescent,–,23/11/2020,$0,4302m2,Government Record,Multiple unit dwelling
Greenway,2020,1/92 Cowlishaw Street,–,04/09/2020,$0,6740m2,Government Record,Multiple unit dwelling
Greenway,2021,25 Cowlishaw Street,–,18/05/2021,"$305,000,000",21427m2,Government Record,Residential
Greenway,2021,216 Cowlishaw Street,–,16/02/2021,"$9,750,000",1718m2,Government Record,Co-0perative society
Greenway,2021,16/232 Cowlishaw Street,–,09/07/2021,"$990,000",1996m2,Government Record,Co-0perative society
Greenway,2021,12/1 Rowland Rees Crescent,–,04/05/2021,"$899,900",26043m2,Government Record,Office
Greenway,2021,15/1 Rowland Rees Crescent,–,29/06/2021,"$899,900",26043m2,Government Record,Office
Greenway,2021,*,4,20/05/2021,"$869,900",–,Allhomes Record,–
Greenway,2021,*,4,12/05/2021,"$869,900",–,Allhomes Record,–
Greenway,2021,13/115 Mortimer Lewis Drive,–,18/05/2021,"$869,900",5752m2,Government Record,Multiple unit dwelling
Greenway,2021,33/1 Rowland Rees Crescent,–,14/05/2021,"$866,900",26043m2,Government Record,Office
Greenway,2021,19/115 Mortimer Lewis Drive,–,09/04/2021,"$864,900",5752m2,Government Record,Multiple unit dwelling
Greenway,2021,18/115 Mortimer Lewis Drive,–,14/05/2021,"$840,000",5752m2,Government Record,Multiple unit dwelling
Greenway,2021,7/32 Clamp Place *,4,24/09/2021,"$820,000",0m2,Allhomes Record,–
Greenway,2021,47 Cynthea Teague Crescent *,3,23/08/2021,"$790,000",0m2,Allhomes Record,–
Greenway,2021,64 Eileen Good Street *,3,07/08/2021,"$781,500",213m2,Allhomes Record,–
Greenway,2021,13/1 Rowland Rees Crescent,–,13/07/2021,"$775,000",26043m2,Government Record,Office
Greenway,2021,*,3,14/07/2021,"$775,000",–,Allhomes Record,–
Greenway,2021,3/18 John Young Crescent,–,10/07/2021,"$775,000",2497m2,Government Record,Multiple unit dwelling
Greenway,2021,*,3,01/07/2021,"$770,000",–,Allhomes Record,–
Greenway,2021,14/115 Mortimer Lewis Drive,–,30/06/2021,"$770,000",5752m2,Government Record,Multiple unit dwelling
Greenway,2021,8/48 De Little Circuit,–,24/07/2021,"$765,000",4376m2,Government Record,Multiple unit dwelling
Greenway,2021,8/58 De Little Circuit *,3,24/07/2021,"$765,000",0m2,Allhomes Record,–
Greenway,2021,24/10 Ellison Harvie Close,–,23/02/2021,"$760,000",4798m2,Government Record,Multiple unit dwelling
Greenway,2021,*,3,22/01/2021,"$760,000",–,Allhomes Record,–
Greenway,2021,21/1 Rowland Rees Crescent,–,29/06/2021,"$759,900",26043m2,Government Record,Office
Greenway,2021,20/1 Rowland Rees Crescent,–,29/04/2021,"$750,000",26043m2,Government Record,Office
Greenway,2021,*,3,14/01/2021,"$749,900",–,Allhomes Record,–
Greenway,2021,*,3,11/05/2021,"$749,900",–,Allhomes Record,–
Greenway,2021,125/1 Rowland Rees Crescent,3,26/07/2021,"$749,900",26043m2,Combined Record,Office
Greenway,2021,18/1 Rowland Rees Crescent,–,24/06/2021,"$749,900",26043m2,Government Record,Office
Greenway,2021,31/1 Rowland Rees Crescent,–,05/08/2021,"$749,900",26043m2,Government Record,Office
Greenway,2021,22/1 Rowland Rees Crescent,–,18/05/2021,"$749,900",26043m2,Government Record,Office
Greenway,2021,24/1 Rowland Rees Crescent,–,01/04/2021,"$749,900",26043m2,Government Record,Office
Greenway,2021,6/1 Rowland Rees Crescent,–,29/04/2021,"$749,900",26043m2,Government Record,Office
Greenway,2021,*,3,19/02/2021,"$749,900",–,Allhomes Record,–
Greenway,2021,30/1 Rowland Rees Crescent,3,05/08/2021,"$749,900",26043m2,Combined Record,Office
Greenway,2021,*,3,12/04/2021,"$749,000",–,Allhomes Record,–
Greenway,2021,2/1 Rowland Rees Crescent,–,23/03/2021,"$745,000",26043m2,Government Record,Office
Greenway,2021,19/1 Rowland Rees Crescent,–,09/04/2021,"$745,000",26043m2,Government Record,Office
Greenway,2021,26/10 Ellison Harvie Close,–,12/02/2021,"$735,000",4798m2,Government Record,Multiple unit dwelling
Greenway,2021,20/1 Limburg Way,3,03/03/2021,"$727,250",8219m2,Combined Record,Multiple unit dwelling
Greenway,2021,*,3,13/01/2021,"$709,900",–,Allhomes Record,–
Greenway,2021,43/1 Rowland Rees Crescent,–,21/07/2021,"$699,900",26043m2,Government Record,Office
Greenway,2021,103/1 Rowland Rees Crescent,–,19/03/2021,"$699,900",26043m2,Government Record,Office
Greenway,2021,44/1 Rowland Rees Crescent,–,12/07/2021,"$690,000",26043m2,Government Record,Office
Greenway,2021,4/62 De Little Circuit,–,14/07/2021,"$685,000",3085m2,Government Record,Multiple unit dwelling
Greenway,2021,68 De Little Circuit *,4,14/07/2021,"$685,000",0m2,Allhomes Record,–
Greenway,2021,110/1 Rowland Rees Crescent,–,17/07/2021,"$677,000",26043m2,Government Record,Office
Greenway,2021,60/45 Athllon Drive *,3,26/05/2021,"$670,000",–,Allhomes Record,–
Greenway,2021,60/1 Rowland Rees Crescent,–,26/05/2021,"$670,000",26043m2,Government Record,Office
Greenway,2021,30/6 Ellison Harvie Close,–,11/03/2021,"$670,000",6000m2,Government Record,Multiple unit dwelling
Greenway,2021,117/1 Rowland Rees Crescent,–,25/06/2021,"$669,900",26043m2,Government Record,Office
Greenway,2021,51/41 Athlon Drive *,3,17/06/2021,"$669,900",–,Allhomes Record,–
Greenway,2021,*,3,25/05/2021,"$669,900",–,Allhomes Record,–
Greenway,2021,*,3,21/07/2021,"$669,900",–,Allhomes Record,–
Greenway,2021,51/1 Rowland Rees Crescent,–,15/06/2021,"$669,900",26043m2,Government Record,Office
Greenway,2021,*,3,22/06/2021,"$657,900",–,Allhomes Record,–
Greenway,2021,*,3,02/03/2021,"$657,900",–,Allhomes Record,–
Greenway,2021,3/6 Watts Street,3,18/03/2021,"$655,000",3299m2,Combined Record,Multiple unit dwelling
Greenway,2021,1/1 John Young Crescent,4,23/01/2021,"$651,000",6087m2,Combined Record,Multiple unit dwelling
Greenway,2021,65/167 Mortimer Lewis Drive,–,23/06/2021,"$650,000",29267m2,Government Record,Multiple unit dwelling
Greenway,2021,17/10 Florence Taylor Street,–,05/03/2021,"$650,000",7267m2,Government Record,Multiple unit dwelling
Greenway,2021,42/6 Ellison Harvie Close,–,30/07/2021,"$650,000",6000m2,Government Record,Multiple unit dwelling
Greenway,2021,65/161 Mortimer Lewis Dr *,3,20/07/2021,"$650,000",0m2,Allhomes Record,–
Greenway,2021,17/6 Florence Taylor Street *,3,05/03/2021,"$650,000",0m2,Allhomes Record,–
Greenway,2021,109/1 Rowland Rees Crescent,–,28/05/2021,"$649,900",26043m2,Government Record,Office
Greenway,2021,112/1 Rowland Rees Crescent,–,27/04/2021,"$649,900",26043m2,Government Record,Office
Greenway,2021,97/1 Rowland Rees Crescent,–,22/04/2021,"$649,900",26043m2,Government Record,Office
Greenway,2021,121/1 Rowland Rees Crescent,–,12/04/2021,"$649,900",26043m2,Government Record,Office
Greenway,2021,101/1 Rowland Rees Crescent,–,05/05/2021,"$649,900",26043m2,Government Record,Office
Greenway,2021,98/1 Rowland Rees Crescent,–,10/05/2021,"$649,900",26043m2,Government Record,Office
Greenway,2021,*,3,19/04/2021,"$649,900",–,Allhomes Record,–
Greenway,2021,113/1 Rowland Rees Crescent,–,25/05/2021,"$649,900",26043m2,Government Record,Office
Greenway,2021,9/1 Dods Place,–,27/01/2021,"$640,000",4636m2,Government Record,Multiple unit dwelling
Greenway,2021,9 Dods Place *,3,22/01/2021,"$640,000",–,Allhomes Record,–
Greenway,2021,122/1 Rowland Rees Crescent,–,27/05/2021,"$640,000",26043m2,Government Record,Office
Greenway,2021,36/1 Rowland Rees Crescent,–,29/03/2021,"$639,900",26043m2,Government Record,Office
Greenway,2021,*,3,04/03/2021,"$635,000",–,Allhomes Record,–
Greenway,2021,9/115 Mortimer Lewis Drive,–,03/01/2021,"$635,000",5752m2,Government Record,Multiple unit dwelling
Greenway,2021,111/1 Rowland Rees Crescent,–,09/04/2021,"$634,900",26043m2,Government Record,Office
Greenway,2021,26/1 Limburg Way,4,10/02/2021,"$630,000",8219m2,Combined Record,Multiple unit dwelling
Greenway,2021,*,3,21/04/2021,"$621,000",–,Allhomes Record,–
Greenway,2021,33/6 Ellison Harvie Close,–,01/06/2021,"$620,000",6000m2,Government Record,Multiple unit dwelling
Greenway,2021,31/6 Ellison Harvie Close,–,08/06/2021,"$620,000",6000m2,Government Record,Multiple unit dwelling
Greenway,2021,17/6 Ellison Harvie Close,–,21/06/2021,"$605,000",6000m2,Government Record,Multiple unit dwelling
Greenway,2021,2/112 De Little Circuit,–,18/06/2021,"$600,000",4129m2,Government Record,Multiple unit dwelling
Greenway,2021,1/7 Grounds Crescent,–,31/03/2021,"$600,000",4302m2,Government Record,Multiple unit dwelling
Greenway,2021,29/6 Ellison Harvie Close,–,26/02/2021,"$599,950",6000m2,Government Record,Multiple unit dwelling
Greenway,2021,29/1 Limburg Way,3,12/02/2021,"$592,500",8219m2,Combined Record,Multiple unit dwelling
Greenway,2021,5/1 Drew Street *,3,24/08/2021,"$585,000",0m2,Allhomes Record,–
Greenway,2021,14/35 Oakden Street *,3,11/02/2021,"$580,000",7286m2,Allhomes Record,–
Greenway,2021,14/325 Anketell Street,–,11/02/2021,"$580,000",7286m2,Government Record,Non retail commercial uses
Greenway,2021,61/1 Limburg Way,–,08/07/2021,"$575,000",8219m2,Government Record,Multiple unit dwelling
Greenway,2021,12/6 Ellison Harvie Close *,3,14/09/2021,"$575,000",–,Allhomes Record,–
Greenway,2021,57/1 Rowland Rees Crescent,–,12/03/2021,"$569,900",26043m2,Government Record,Office
Greenway,2021,7/6 Ellison Harvie Close,3,02/06/2021,"$560,000",6000m2,Combined Record,Multiple unit dwelling
Greenway,2021,8/35 Oakden Street *,3,20/05/2021,"$560,000",0m2,Allhomes Record,–
Greenway,2021,8/325 Anketell Street,–,20/05/2021,"$560,000",7286m2,Government Record,Non retail commercial uses
Greenway,2021,41/1 Rowland Rees Crescent,–,09/02/2021,"$559,900",26043m2,Government Record,Office
Greenway,2021,*,3,17/02/2021,"$549,900",–,Allhomes Record,–
Greenway,2021,85/1 Rowland Rees Crescent,–,13/01/2021,"$549,900",26043m2,Government Record,Office
Greenway,2021,72/1 Rowland Rees Crescent,–,02/02/2021,"$549,900",26043m2,Government Record,Office
Greenway,2021,86/1 Rowland Rees Crescent,–,25/01/2021,"$549,900",26043m2,Government Record,Office
Greenway,2021,81/1 Rowland Rees Crescent,–,04/02/2021,"$549,900",26043m2,Government Record,Office
Greenway,2021,70/1 Rowland Rees Crescent,–,21/01/2021,"$549,900",26043m2,Government Record,Office
Greenway,2021,34/58 Eileen Good Street *,3,01/06/2021,"$545,000",–,Allhomes Record,–
Greenway,2021,27/6 Ellison Harvie Close *,3,08/03/2021,"$539,000",–,Allhomes Record,–
Greenway,2021,36/1 Cowlishaw Street,3,23/04/2021,"$535,000",2955m2,Combined Record,Multiple unit dwelling
Greenway,2021,5/14 Florence Taylor Street,–,18/01/2021,"$530,000",11402m2,Government Record,Multiple unit dwelling
Greenway,2021,25/35 Oakden Street *,3,07/04/2021,"$530,000",0m2,Allhomes Record,–
Greenway,2021,25/325 Anketell Street,–,07/04/2021,"$530,000",7286m2,Government Record,Non retail commercial uses
Greenway,2021,11/325 Anketell Street,–,10/02/2021,"$528,000",7286m2,Government Record,Non retail commercial uses
