site,street,suburb,state,date,arrival,departure,contact,lng,lat,geometry,time
Xian Restaurant,1/140 Emu Bank,Belconnen,ACT,2021-08-11,21:15:00,21:45:00,casual,149.0698427,-35.2361218,POINT (149.0698427 -35.2361218),0.0
Yum Cha,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-11,15:00:00,16:30:00,close,149.0652428,-35.2379343,POINT (149.0652428 -35.2379343),1.0
7-Eleven Braddon,20 Mort Street,Braddon,ACT,2021-08-12,15:45:00,16:00:00,casual,149.1316658,-35.275691,POINT (149.1316658 -35.275691),0.0
7-Eleven Erindale,76 Gartside Street,Wanniassa,ACT,2021-08-12,08:40:00,10:30:00,casual,149.1012591,-35.4054226,POINT (149.1012591 -35.4054226),1.0
"Abode Kingston (Floors 1, 2 and 3)",14 Kennedy Street,Kingston,ACT,2021-08-12,00:00:00,19:00:00,casual,149.14108,-35.31713,POINT (149.14108 -35.31713),19.0
Abode Kingston (Ground Floor only),14 Kennedy Street,Kingston,ACT,2021-08-12,07:50:00,19:00:00,monitor,149.14108,-35.31713,POINT (149.14108 -35.31713),11.0
ALDI Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-12,15:50:00,16:50:00,close,149.0652505,-35.2387297,POINT (149.0652505 -35.2387297),1.0
ALDI Kippax,"Kippax Fair Shopping Centre, Hardwick Crescent",Holt,ACT,2021-08-12,13:20:00,14:00:00,monitor,149.0193913,-35.2212463,POINT (149.0193913 -35.2212463),0.0
Ampol Petrol Station,5 Lonsdale Street,Braddon,ACT,2021-08-12,15:00:00,15:30:00,monitor,149.1334298,-35.2710315,POINT (149.1334298 -35.2710315),0.0
Australian Maritime Safety Authority Head Office,82 Northbourne Avenue,Braddon,ACT,2021-08-12,10:30:00,12:00:00,close,149.130682,-35.2744863,POINT (149.130682 -35.2744863),1.0
Beyond Pharmacy,4/18 Lonsdale Street,Braddon,ACT,2021-08-12,15:45:00,16:00:00,casual,149.132945,-35.2736557,POINT (149.132945 -35.2736557),0.0
Big W Gungahlin,Gozzard Street,Gungahlin,ACT,2021-08-12,14:40:00,15:00:00,casual,149.1337113,-35.1860535,POINT (149.1337113 -35.1860535),0.0
Centrelink and Medicare (Services Australia),5 Fussell Lane,Gungahlin,ACT,2021-08-12,15:10:00,15:30:00,casual,149.1353828,-35.1837955,POINT (149.1353828 -35.1837955),0.0
Ceylon Cut,5/67 Townshend Street,Phillip,ACT,2021-08-12,14:35:00,16:15:00,close,149.0891224,-35.3543969,POINT (149.0891224 -35.3543969),1.0
Chemist Warehouse Gungahlin,"Marketplace Gungahlin, 30 and 33 Hibberson Street",Gungahlin,ACT,2021-08-12,10:20:00,11:00:00,casual,149.1328487,-35.1856574,POINT (149.1328487 -35.1856574),0.0
CIT Bruce Campus (Building H - Library Only),1 Jack Fleming Place,Bruce,ACT,2021-08-12,12:00:00,16:30:00,close,149.0957403,-35.2478381,POINT (149.0957403 -35.2478381),4.0
CIT Bruce Campus (Building H only),1 Jack Fleming Place,Bruce,ACT,2021-08-12,12:00:00,16:30:00,casual,149.0957403,-35.2478381,POINT (149.0957403 -35.2478381),4.0
"CIT Bruce Campus (Entire campus, refer to Close Contacts entry if attended Building H)",35 Vowels Crescent,Bruce,ACT,2021-08-12,12:00:00,16:30:00,monitor,149.0946633,-35.2481112,POINT (149.0946633 -35.2481112),4.0
CIT Reid Campus (Entire campus),37 Constitution Avenue,Reid,ACT,2021-08-12,09:00:00,14:30:00,close,149.1374298,-35.2864723,POINT (149.1374298 -35.2864723),5.0
Coco Republic Construction Site,148 Bunda Street,Canberra City,ACT,2021-08-12,08:00:00,12:30:00,close,149.1332387,-35.2802938,POINT (149.1332387 -35.2802938),4.0
Coffee Guru Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-08-12,10:45:00,12:00:00,close,149.133323,-35.2802191,POINT (149.133323 -35.2802191),1.0
Coles Express Belconnen,Lathlain Street and Wignall Place,Belconnen,ACT,2021-08-12,07:50:00,08:10:00,casual,149.063986,-35.242649,POINT (149.063986 -35.242649),0.0
Coles Gungahlin,"Gungahlin Village, 46 Hibberson Street",Gungahlin,ACT,2021-08-12,15:00:00,15:45:00,casual,149.136017,-35.1862806,POINT (149.136017 -35.1862806),0.0
Coles Gungahlin,"Gungahlin Village, 46 Hibberson Street",Gungahlin,ACT,2021-08-12,15:30:00,16:15:00,casual,149.136017,-35.1862806,POINT (149.136017 -35.1862806),0.0
Coles Kaleen,"Plaza Shopping Centre, 1 Maribyrnong Avenue",Kaleen,ACT,2021-08-12,12:45:00,14:45:00,close,149.1028228,-35.2202787,POINT (149.1028228 -35.2202787),2.0
Commonwealth Bank Gungahlin,33 Hibberson Street,Gungahlin,ACT,2021-08-12,09:30:00,10:00:00,close,149.1346788,-35.1853356,POINT (149.1346788 -35.1853356),0.0
Commonwealth Bank Gungahlin,33 Hibberson Street,Gungahlin,ACT,2021-08-12,15:00:00,15:20:00,casual,149.1346788,-35.1853356,POINT (149.1346788 -35.1853356),0.0
EQ Bakehouse,70 Kent Street,Deakin,ACT,2021-08-12,07:00:00,10:00:00,casual,149.0973981,-35.3204751,POINT (149.0973981 -35.3204751),3.0
F45 Training,10 National Circuit,Barton,ACT,2021-08-12,05:00:00,08:00:00,close,149.1339174,-35.3085945,POINT (149.1339174 -35.3085945),3.0
Franklin General Practice,54 Nullarbor Avenue,Franklin,ACT,2021-08-12,14:15:00,15:15:00,close,149.1471045,-35.2007392,POINT (149.1471045 -35.2007392),1.0
Gold Creek School (including Early Childhood Learning Centre),Kelleway Avenue,Nicholls,ACT,2021-08-12,08:00:00,15:10:00,close,149.0941286,-35.1799885,POINT (149.0941286 -35.1799885),7.0
"Golden Touch Kedmar, pop-up Gungahlin Marketplace",30 Hibberson Street,Gungahlin,ACT,2021-08-12,09:45:00,10:30:00,casual,149.1347762,-35.1846599,POINT (149.1347762 -35.1846599),0.0
Grand Central Towers - communal pool area,15 Bowes Street,Phillip,ACT,2021-08-12,11:45:00,12:45:00,close,149.0869074,-35.343881,POINT (149.0869074 -35.343881),1.0
Gungahlin Marketplace,30 and 33 Hibberson Street,Gungahlin,ACT,2021-08-12,11:30:00,14:00:00,monitor,149.1347762,-35.1846599,POINT (149.1347762 -35.1846599),2.0
Harrison School,20 Wimmera Street,Harrison,ACT,2021-08-12,08:30:00,15:30:00,close,149.1522772,-35.1996408,POINT (149.1522772 -35.1996408),7.0
Holy Sprit Catholic Primary School (including Early Childhood Learning Centre),26 Kelleway Avenue,Nicholls,ACT,2021-08-12,08:00:00,15:10:00,casual,149.1011436,-35.180284,POINT (149.1011436 -35.180284),7.0
IGA Lyneham,1 Wattle Place,Lyneham,ACT,2021-08-12,15:00:00,15:45:00,casual,149.1248594,-35.2520717,POINT (149.1248594 -35.2520717),0.0
Iskia Athletic Club Campbell,81 Constitution Avenue,Campbell,ACT,2021-08-12,12:15:00,14:00:00,close,149.1460582,-35.2920258,POINT (149.1460582 -35.2920258),1.0
Lawrence & Hanson Mitchell,2/67-71 Vicars Street,Mitchell,ACT,2021-08-12,07:30:00,08:00:00,close,149.1397705,-35.2100296,POINT (149.1397705 -35.2100296),0.0
Lawrence & Hanson Mitchell,2/67-71 Vicars Street,Mitchell,ACT,2021-08-12,12:40:00,13:00:00,close,149.1397705,-35.2100296,POINT (149.1397705 -35.2100296),0.0
LDK Greenway Views,260 Soward Way,Greenway,ACT,2021-08-12,00:00:00,23:59:00,close,149.0632525,-35.4197317,POINT (149.0632525 -35.4197317),23.0
Lennock Jaguar Land Rover,126 Melrose Drive,Phillip,ACT,2021-08-12,08:30:00,17:30:00,close,149.0891491,-35.356842,POINT (149.0891491 -35.356842),9.0
Lyneham High School,Goodwin Street,Lyneham,ACT,2021-08-12,08:30:00,15:30:00,close,149.130518,-35.2524674,POINT (149.130518 -35.2524674),7.0
Mawson Southland Quality Meats,1/93 Mawson Place,Mawson,ACT,2021-08-12,13:40:00,13:55:00,casual,149.0941768,-35.365013,POINT (149.0941768 -35.365013),0.0
McDonalds Charnwood,Corner Charnwood Place and Lhotsky Street,Charnwood,ACT,2021-08-12,08:00:00,08:45:00,casual,149.0342738,-35.2059467,POINT (149.0342738 -35.2059467),0.0
Melt,109 Flemington Road,Mitchell,ACT,2021-08-12,07:30:00,08:00:00,close,149.14453,-35.2204521,POINT (149.14453 -35.2204521),0.0
Metropol Display Centre,83 Cooyong Street,Reid,ACT,2021-08-12,10:00:00,11:10:00,close,149.136232,-35.2798731,POINT (149.136232 -35.2798731),1.0
Mr Sushi,Gungahlin Village,Gungahlin,ACT,2021-08-12,16:00:00,16:15:00,casual,149.1344577,-35.1848056,POINT (149.1344577 -35.1848056),0.0
Pellegrino’s Café,7/49 Wollongong Street,Fyshwick,ACT,2021-08-12,08:30:00,08:35:00,close,149.1794654,-35.3247984,POINT (149.1794654 -35.3247984),0.0
Powells Stockfeed,42-44 Colbee Court,Phillip,ACT,2021-08-12,13:45:00,14:30:00,casual,149.0870143,-35.3529961,POINT (149.0870143 -35.3529961),0.0
Priceline Pharmacy Amaroo,6 Pioneer Street,Amaroo,ACT,2021-08-12,17:00:00,18:45:00,close,149.1324158,-35.164779,POINT (149.1324158 -35.164779),1.0
"Reject Shop, Gungahlin Village","Shop 2, 46 Hibberson Street",Gungahlin,ACT,2021-08-12,15:45:00,16:10:00,casual,149.1359758,-35.1863723,POINT (149.1359758 -35.1863723),0.0
Southwell Park,Southwell Park,Lyneham,ACT,2021-08-12,09:00:00,11:30:00,monitor,149.130727,-35.2457188,POINT (149.130727 -35.2457188),2.0
Spence Grocer,1 Glassey Place,Spence,ACT,2021-08-12,08:20:00,08:50:00,casual,149.0615733,-35.1947447,POINT (149.0615733 -35.1947447),0.0
Spence Grocer,1 Glassey Place,Spence,ACT,2021-08-12,15:20:00,15:50:00,casual,149.0615733,-35.1947447,POINT (149.0615733 -35.1947447),0.0
St George Bank Gungahlin,30 Hibberson Street,Gungahlin,ACT,2021-08-12,14:40:00,15:10:00,casual,149.1341257,-35.1855895,POINT (149.1341257 -35.1855895),0.0
St Thomas Aquinas Primary School,25 Lhotsky Street,Charnwood,ACT,2021-08-12,08:30:00,16:00:00,close,149.030607,-35.2050332,POINT (149.030607 -35.2050332),7.0
TLE Electrical & Data supplies,22-36 Oatley Court,Belconnen,ACT,2021-08-12,07:30:00,08:15:00,casual,149.0576423,-35.241658,POINT (149.0576423 -35.241658),0.0
Vodafone Gungahlin,18 Hibberson Street,Gungahlin,ACT,2021-08-12,15:20:00,15:45:00,casual,149.1357952,-35.1859633,POINT (149.1357952 -35.1859633),0.0
Westfield Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-12,07:30:00,09:00:00,monitor,149.0650422,-35.2380765,POINT (149.0650422 -35.2380765),1.0
Westfield Belconnen Food Court,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-12,10:00:00,11:45:00,casual,149.0650422,-35.2380765,POINT (149.0650422 -35.2380765),1.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-12,16:15:00,17:00:00,casual,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),0.0
Woolworths Gungahlin,"Gungahlin Marketplace, 30 and 33 Hibberson Street",Gungahlin,ACT,2021-08-12,15:30:00,17:05:00,casual,149.1339641,-35.1846274,POINT (149.1339641 -35.1846274),1.0
7-Eleven Phillip,86 Parramatta Street,Phillip,ACT,2021-08-13,10:55:00,11:10:00,monitor,149.0911059,-35.3550615,POINT (149.0911059 -35.3550615),0.0
ALDI Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,08:45:00,09:20:00,casual,149.0652505,-35.2387297,POINT (149.0652505 -35.2387297),0.0
ALDI Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,14:00:00,14:25:00,casual,149.0652505,-35.2387297,POINT (149.0652505 -35.2387297),0.0
ALDI Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-08-13,18:00:00,18:30:00,casual,149.0525899,-35.3413679,POINT (149.0525899 -35.3413679),0.0
Capital Chemist O'Connor,9 Sargood Street,O'Connor,ACT,2021-08-13,09:35:00,10:00:00,casual,149.122586,-35.2639132,POINT (149.122586 -35.2639132),0.0
Centrelink and Medicare (Services Australia),5 Fussell Lane,Gungahlin,ACT,2021-08-13,14:40:00,16:00:00,casual,149.1353828,-35.1837955,POINT (149.1353828 -35.1837955),1.0
Coles Amaroo,Horse Park Drive,Amaroo,ACT,2021-08-13,11:30:00,13:00:00,casual,149.1317816,-35.1646128,POINT (149.1317816 -35.1646128),1.0
Coles Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,09:35:00,10:00:00,casual,149.064837,-35.237949,POINT (149.064837 -35.237949),0.0
Coles Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,14:15:00,14:45:00,casual,149.064837,-35.237949,POINT (149.064837 -35.237949),0.0
Coles Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-08-13,18:55:00,19:30:00,casual,149.1343475,-35.2784476,POINT (149.1343475 -35.2784476),0.0
Coles Express Charnwood,Lhotsky Street and Charnwood Place,Charnwood,ACT,2021-08-13,14:30:00,15:10:00,monitor,149.0332572,-35.2056325,POINT (149.0332572 -35.2056325),0.0
Costco Majura Park,39-41 Mustang Avenue,Canberra Airport,ACT,2021-08-13,12:00:00,13:00:00,casual,149.1905839,-35.2972375,POINT (149.1905839 -35.2972375),1.0
Crust Pizza Braddon,28 Mort Street,Braddon,ACT,2021-08-13,17:30:00,17:45:00,casual,149.1314767,-35.2746249,POINT (149.1314767 -35.2746249),0.0
Elite Supplements Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,14:30:00,14:45:00,casual,149.0649988,-35.2383723,POINT (149.0649988 -35.2383723),0.0
Food Works Weston Creek,40 Holder Place,Holder,ACT,2021-08-13,17:00:00,17:10:00,monitor,149.0440993,-35.3365862,POINT (149.0440993 -35.3365862),0.0
Ginninderra Medical & Dental Centre - The general practice section ONLY,Corner Nettlefold Street and Coulter Drive,Belconnen,ACT,2021-08-13,15:10:00,15:40:00,close,149.0576356,-35.239779,POINT (149.0576356 -35.239779),0.0
Hawker Drive In Bottle Shop,Belconnen Way and Springvale Drive,Hawker,ACT,2021-08-13,16:45:00,17:00:00,monitor,149.0449504,-35.2426147,POINT (149.0449504 -35.2426147),0.0
Hungry Jacks Belconnen,108 Emu Bank,Belconnen,ACT,2021-08-13,15:45:00,23:30:00,close,149.0703854,-35.2363112,POINT (149.0703854 -35.2363112),7.0
IGA Evatt,Heydon Place,Evatt,ACT,2021-08-13,11:45:00,20:15:00,casual,149.073362,-35.208918,POINT (149.073362 -35.208918),8.0
IGA Lyneham,1 Wattle Place,Lyneham,ACT,2021-08-13,11:00:00,11:45:00,monitor,149.1248594,-35.2520717,POINT (149.1248594 -35.2520717),0.0
Kopiku,1/5 Sargood Street,O'Connor,ACT,2021-08-13,09:45:00,10:15:00,casual,149.1224283,-35.2640694,POINT (149.1224283 -35.2640694),0.0
LDK Greenway Views,260 Soward Way,Greenway,ACT,2021-08-13,00:00:00,23:59:00,close,149.0632525,-35.4197317,POINT (149.0632525 -35.4197317),23.0
Lennock Jaguar Land Rover,126 Melrose Drive,Phillip,ACT,2021-08-13,08:30:00,17:30:00,close,149.0891491,-35.356842,POINT (149.0891491 -35.356842),9.0
Liquorland Amaroo,Horse Park Drive,Amaroo,ACT,2021-08-13,12:00:00,12:30:00,casual,149.1320463,-35.1647474,POINT (149.1320463 -35.1647474),0.0
McDonalds Mitchell,661 Northbourne Avenue,Lyneham,ACT,2021-08-13,18:40:00,19:00:00,casual,149.1503226,-35.2304555,POINT (149.1503226 -35.2304555),0.0
Officeworks Fyshwick,1 Whyalla Street,Fyshwick,ACT,2021-08-13,17:25:00,18:05:00,casual,149.1715514,-35.3343363,POINT (149.1715514 -35.3343363),0.0
SUPABARN Casey,"Casey Market Town, 15 Kingsland Parade",Casey,ACT,2021-08-13,15:00:00,15:35:00,casual,149.0960254,-35.1741413,POINT (149.0960254 -35.1741413),0.0
Westfield Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,08:45:00,10:15:00,monitor,149.0650422,-35.2380765,POINT (149.0650422 -35.2380765),1.0
Westfield Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,13:30:00,14:50:00,monitor,149.0650422,-35.2380765,POINT (149.0650422 -35.2380765),1.0
Westfield Post Office,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,09:50:00,10:15:00,casual,149.0661145,-35.238743,POINT (149.0661145 -35.238743),0.0
Woden Bus Interchange,Bowes Street,Phillip,ACT,2021-08-13,12:33:00,12:57:00,monitor,149.0872442,-35.3444429,POINT (149.0872442 -35.3444429),0.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,09:05:00,09:45:00,casual,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),0.0
Woolworths Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-13,13:45:00,14:10:00,casual,149.0652762,-35.2386596,POINT (149.0652762 -35.2386596),0.0
Woolworths Bonner,61 Mabo Boulevard,Bonner,ACT,2021-08-13,11:15:00,12:00:00,casual,149.1388889,-35.1613889,POINT (149.1388889 -35.1613889),0.0
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-08-13,10:30:00,12:00:00,monitor,149.052681,-35.340765,POINT (149.052681 -35.340765),1.0
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-08-13,18:20:00,19:00:00,casual,149.052681,-35.340765,POINT (149.052681 -35.340765),0.0
7-Eleven Casey,10 Kingsland Parade,Casey,ACT,2021-08-14,07:30:00,08:15:00,casual,149.0957326,-35.175773,POINT (149.0957326 -35.175773),0.0
About Health,2/22-25 Dickson Place,Dickson,ACT,2021-08-14,14:40:00,17:00:00,casual,149.1392435,-35.2506067,POINT (149.1392435 -35.2506067),2.0
Capital Chemist O'Connor,9 Sargood Street,O'Connor,ACT,2021-08-14,19:55:00,20:10:00,monitor,149.122586,-35.2639132,POINT (149.122586 -35.2639132),0.0
Coles Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-14,09:20:00,10:00:00,casual,149.064837,-35.237949,POINT (149.064837 -35.237949),0.0
First Choice Liquor Braddon,48 Mort Street,Braddon,ACT,2021-08-14,19:45:00,20:05:00,monitor,149.1319444,-35.2716667,POINT (149.1319444 -35.2716667),0.0
Hungry Jacks Belconnen,108 Emu Bank,Belconnen,ACT,2021-08-14,08:00:00,15:15:00,close,149.0703854,-35.2363112,POINT (149.0703854 -35.2363112),7.0
Hungry Jacks Gungahlin,Hibberson Street,Gungahlin,ACT,2021-08-14,19:20:00,19:40:00,casual,149.1267535,-35.1834112,POINT (149.1267535 -35.1834112),0.0
IGA Lyneham,1 Wattle Place,Lyneham,ACT,2021-08-14,16:15:00,17:00:00,casual,149.1248594,-35.2520717,POINT (149.1248594 -35.2520717),0.0
LDK Greenway Views,260 Soward Way,Greenway,ACT,2021-08-14,00:00:00,23:59:00,close,149.0632525,-35.4197317,POINT (149.0632525 -35.4197317),23.0
McDonalds Dickson,Corner Badham Street and Dickson Place,Dickson,ACT,2021-08-14,07:00:00,10:30:00,casual,149.1381879,-35.2498103,POINT (149.1381879 -35.2498103),3.0
Meatways Kambah Butcher,Marconi Crescent,Kambah,ACT,2021-08-14,13:20:00,14:00:00,monitor,149.057822,-35.380305,POINT (149.057822 -35.380305),0.0
Oriental Kitchen Charnwood,Charnwood Place,Charnwood,ACT,2021-08-14,18:55:00,19:35:00,monitor,149.0330466,-35.2041918,POINT (149.0330466 -35.2041918),0.0
Spence Grocer,1 Glassey Place,Spence,ACT,2021-08-14,12:40:00,13:10:00,casual,149.0615733,-35.1947447,POINT (149.0615733 -35.1947447),0.0
The Source Bulk Foods,Shop 7/7/30 Dickson Place,Dickson,ACT,2021-08-14,14:45:00,15:10:00,casual,149.1397664,-35.2506133,POINT (149.1397664 -35.2506133),0.0
Woolworths Charnwood,25-30 Charnwood Place,Charnwood,ACT,2021-08-14,13:00:00,15:00:00,casual,149.0328578,-35.2045295,POINT (149.0328578 -35.2045295),2.0
Woolworths Dickson,1 Dickson Place,Dickson,ACT,2021-08-14,11:20:00,11:50:00,casual,149.1386251,-35.249974,POINT (149.1386251 -35.249974),0.0
Woolworths Dickson,1 Dickson Place,Dickson,ACT,2021-08-14,14:50:00,15:40:00,casual,149.1386251,-35.249974,POINT (149.1386251 -35.249974),0.0
Woolworths Kambah,"Kambah Village Shopping Centre, Primmer Court",Kambah,ACT,2021-08-14,14:00:00,14:30:00,casual,149.0572697,-35.3801801,POINT (149.0572697 -35.3801801),0.0
Acai Brothers Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-08-15,09:55:00,10:05:00,casual,149.1333424,-35.2785479,POINT (149.1333424 -35.2785479),0.0
ALDI Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-15,17:10:00,18:00:00,casual,149.0652505,-35.2387297,POINT (149.0652505 -35.2387297),0.0
ALDI Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-08-15,09:15:00,10:15:00,casual,149.1332387,-35.2802938,POINT (149.1332387 -35.2802938),1.0
Bunnings Belconnen,15 Lathlain Street,Belconnen,ACT,2021-08-15,17:20:00,17:45:00,monitor,149.0638128,-35.2444848,POINT (149.0638128 -35.2444848),0.0
Coles Gungahlin,"Gungahlin Village, 46 Hibberson Street",Gungahlin,ACT,2021-08-15,09:30:00,10:00:00,casual,149.136017,-35.1862806,POINT (149.136017 -35.1862806),0.0
Coles Manuka,"Manuka Terrace, Franklin Street and Flinders Way",Griffith,ACT,2021-08-15,11:15:00,12:00:00,monitor,149.1341667,-35.3208333,POINT (149.1341667 -35.3208333),0.0
Condamine Court,40-48 Forbes Street,Turner,ACT,2021-08-15,00:00:00,23:59:00,close,149.130569,-35.2638947,POINT (149.130569 -35.2638947),23.0
Daily Market Gungahlin,137/43 Hibberson Street,Gungahlin,ACT,2021-08-15,10:00:00,10:30:00,casual,149.1363642,-35.1854965,POINT (149.1363642 -35.1854965),0.0
Dan Murphy's Dickson,44 Dickson Place,Dickson,ACT,2021-08-15,12:20:00,12:50:00,monitor,149.1401934,-35.2504152,POINT (149.1401934 -35.2504152),0.0
Domino's Pizza Gungahlin,3/8 Ernest Cavanagh Street,Gungahlin,ACT,2021-08-15,13:50:00,14:10:00,casual,149.131686,-35.183993,POINT (149.131686 -35.183993),0.0
IGA O'Connor,3 Sargood Street,O'Connor,ACT,2021-08-15,17:30:00,18:00:00,monitor,149.1222844,-35.2641187,POINT (149.1222844 -35.2641187),0.0
LDK Greenway Views,260 Soward Way,Greenway,ACT,2021-08-15,00:00:00,23:59:00,close,149.0632525,-35.4197317,POINT (149.0632525 -35.4197317),23.0
Spence Grocer,1 Glassey Place,Spence,ACT,2021-08-15,09:30:00,09:50:00,casual,149.0615733,-35.1947447,POINT (149.0615733 -35.1947447),0.0
Woolworths Dickson,1 Dickson Place,Dickson,ACT,2021-08-15,12:00:00,12:30:00,casual,149.1386251,-35.249974,POINT (149.1386251 -35.249974),0.0
7-Eleven Mawson,1 Mawson Place,Mawson,ACT,2021-08-16,12:00:00,13:30:00,casual,149.0936873,-35.365172,POINT (149.0936873 -35.365172),1.0
